Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,is_draw
2025-08-15,Villarreal,Oviedo,2,0,H,0
2025-08-15,Girona,Vallecano,1,3,A,0
2025-08-16,Alaves,Levante,2,1,H,0
2025-08-16,Mallorca,Barcelona,0,3,A,0
2025-08-16,Valencia,Sociedad,1,1,D,1
2025-08-17,Ath Bilbao,Sevilla,3,2,H,0
2025-08-17,Celta,Getafe,0,2,A,0
2025-08-17,Espanol,Ath Madrid,2,1,H,0
2025-08-18,Elche,Betis,1,1,D,1
2025-08-19,Ath Madrid,Osasuna,1,0,H,0
2025-08-22,Betis,Alaves,1,0,H,0
2025-08-23,Mallorca,Celta,1,1,D,1
2025-08-23,Levante,Barcelona,2,3,A,0
2025-08-23,Ath Madrid,Elche,1,1,D,1
2025-08-24,Oviedo,Ath Madrid,0,3,A,0
2025-08-24,Osasuna,Valencia,1,0,H,0
2025-08-24,Sociedad,Espanol,2,2,D,1
2025-08-24,Villarreal,Girona,5,0,H,0
2025-08-25,Sevilla,Getafe,1,2,A,0
2025-08-25,Ath Bilbao,Vallecano,1,0,H,0
2025-08-27,Celta,Betis,1,1,D,1
2025-08-29,Valencia,Getafe,3,0,H,0
2025-08-29,Elche,Levante,2,0,H,0
2025-08-30,Oviedo,Sociedad,1,0,H,0
2025-08-30,Girona,Sevilla,0,2,A,0
2025-08-30,Ath Madrid,Mallorca,2,1,H,0
2025-08-30,Alaves,Ath Madrid,1,1,D,1
2025-08-31,Vallecano,Barcelona,1,1,D,1
2025-08-31,Betis,Ath Bilbao,1,2,A,0
2025-08-31,Espanol,Osasuna,1,0,H,0
2025-08-31,Celta,Villarreal,1,1,D,1
2025-09-12,Sevilla,Elche,2,2,D,1
2025-09-13,Sociedad,Ath Madrid,1,2,A,0
2025-09-13,Getafe,Oviedo,2,0,H,0
2025-09-13,Ath Bilbao,Alaves,0,1,A,0
2025-09-13,Ath Madrid,Villarreal,2,0,H,0
2025-09-14,Celta,Girona,1,1,D,1
2025-09-14,Levante,Betis,2,2,D,1
2025-09-14,Osasuna,Vallecano,2,0,H,0
2025-09-14,Barcelona,Valencia,6,0,H,0
2025-09-15,Espanol,Mallorca,3,2,H,0
2025-09-19,Betis,Sociedad,3,1,H,0
2025-09-20,Valencia,Ath Bilbao,2,0,H,0
2025-09-20,Villarreal,Osasuna,2,1,H,0
2025-09-20,Alaves,Sevilla,1,2,A,0
2025-09-20,Ath Madrid,Espanol,2,0,H,0
2025-09-20,Girona,Levante,0,4,A,0
2025-09-21,Elche,Oviedo,1,0,H,0
2025-09-21,Mallorca,Ath Madrid,1,1,D,1
2025-09-21,Vallecano,Celta,1,1,D,1
2025-09-21,Barcelona,Getafe,3,0,H,0
2025-09-23,Espanol,Valencia,2,2,D,1
2025-09-23,Sevilla,Villarreal,1,2,A,0
2025-09-23,Levante,Ath Madrid,1,4,A,0
2025-09-23,Ath Bilbao,Girona,1,1,D,1
2025-09-24,Ath Madrid,Vallecano,3,2,H,0
2025-09-24,Getafe,Alaves,1,1,D,1
2025-09-24,Sociedad,Mallorca,1,0,H,0
2025-09-25,Oviedo,Barcelona,1,3,A,0
2025-09-25,Osasuna,Elche,1,1,D,1
2025-09-26,Girona,Espanol,0,0,D,1
2025-09-27,Getafe,Levante,1,1,D,1
2025-09-27,Ath Madrid,Ath Madrid,5,2,H,0
2025-09-27,Villarreal,Ath Bilbao,1,0,H,0
2025-09-27,Mallorca,Alaves,1,0,H,0
2025-09-28,Elche,Celta,2,1,H,0
2025-09-28,Betis,Osasuna,2,0,H,0
2025-09-28,Vallecano,Sevilla,0,1,A,0
2025-09-28,Barcelona,Sociedad,2,1,H,0
2025-09-30,Valencia,Oviedo,1,2,A,0
2025-10-03,Osasuna,Getafe,2,1,H,0
2025-10-04,Oviedo,Levante,0,2,A,0
2025-10-04,Girona,Valencia,2,1,H,0
2025-10-04,Ath Bilbao,Mallorca,2,1,H,0
2025-10-04,Ath Madrid,Villarreal,3,1,H,0
2025-10-05,Sevilla,Barcelona,4,1,H,0
2025-10-05,Celta,Ath Madrid,1,1,D,1
2025-10-05,Sociedad,Vallecano,0,1,A,0
2025-10-05,Espanol,Betis,1,2,A,0
2025-10-05,Alaves,Elche,3,1,H,0
2025-10-17,Oviedo,Espanol,0,2,A,0
2025-10-18,Ath Madrid,Osasuna,1,0,H,0
2025-10-18,Villarreal,Betis,2,2,D,1
2025-10-18,Barcelona,Girona,2,1,H,0
2025-10-18,Sevilla,Mallorca,1,3,A,0
2025-10-19,Elche,Ath Bilbao,0,0,D,1
2025-10-19,Celta,Sociedad,1,1,D,1
2025-10-19,Levante,Vallecano,0,3,A,0
2025-10-19,Getafe,Ath Madrid,0,1,A,0
2025-10-20,Alaves,Valencia,0,0,D,1
2025-10-24,Sociedad,Sevilla,2,1,H,0
2025-10-25,Valencia,Villarreal,0,2,A,0
2025-10-25,Ath Bilbao,Getafe,0,1,A,0
2025-10-25,Espanol,Elche,1,0,H,0
2025-10-25,Girona,Oviedo,3,3,D,1
2025-10-26,Vallecano,Alaves,1,0,H,0
2025-10-26,Osasuna,Celta,2,3,A,0
2025-10-26,Ath Madrid,Barcelona,2,1,H,0
2025-10-26,Mallorca,Levante,1,1,D,1
2025-10-27,Betis,Ath Madrid,0,2,A,0
2025-10-31,Getafe,Girona,2,1,H,0
2025-11-01,Ath Madrid,Valencia,4,0,H,0
2025-11-01,Sociedad,Ath Bilbao,3,2,H,0
2025-11-01,Ath Madrid,Sevilla,3,0,H,0
2025-11-01,Villarreal,Vallecano,4,0,H,0
2025-11-02,Levante,Celta,1,2,A,0
2025-11-02,Betis,Mallorca,3,0,H,0
2025-11-02,Barcelona,Elche,3,1,H,0
2025-11-02,Alaves,Espanol,2,1,H,0
2025-11-03,Oviedo,Osasuna,0,0,D,1
2025-11-07,Elche,Sociedad,1,1,D,1
2025-11-08,Sevilla,Osasuna,1,0,H,0
2025-11-08,Girona,Alaves,1,0,H,0
2025-11-08,Ath Madrid,Levante,3,1,H,0
2025-11-08,Espanol,Villarreal,0,2,A,0
2025-11-09,Mallorca,Getafe,1,0,H,0
2025-11-09,Ath Bilbao,Oviedo,1,0,H,0
2025-11-09,Vallecano,Ath Madrid,0,0,D,1
2025-11-09,Valencia,Betis,1,1,D,1
2025-11-09,Celta,Barcelona,2,4,A,0
2025-11-21,Valencia,Levante,1,0,H,0
2025-11-22,Villarreal,Mallorca,2,1,H,0
2025-11-22,Alaves,Celta,0,1,A,0
2025-11-22,Barcelona,Ath Bilbao,4,0,H,0
2025-11-22,Osasuna,Sociedad,1,3,A,0
2025-11-23,Elche,Ath Madrid,2,2,D,1
2025-11-23,Oviedo,Vallecano,0,0,D,1
2025-11-23,Betis,Girona,1,1,D,1
2025-11-23,Getafe,Ath Madrid,0,1,A,0
2025-11-24,Espanol,Sevilla,2,1,H,0
2025-11-28,Getafe,Elche,1,0,H,0
2025-11-29,Ath Madrid,Oviedo,2,0,H,0
2025-11-29,Mallorca,Osasuna,2,2,D,1
2025-11-29,Barcelona,Alaves,3,1,H,0
2025-11-29,Levante,Ath Bilbao,0,2,A,0
2025-11-30,Girona,Ath Madrid,1,1,D,1
2025-11-30,Sociedad,Villarreal,2,3,A,0
2025-11-30,Sevilla,Betis,0,2,A,0
2025-11-30,Celta,Espanol,0,1,A,0
2025-12-01,Vallecano,Valencia,1,1,D,1
2025-12-02,Barcelona,Ath Madrid,3,1,H,0
2025-12-03,Ath Bilbao,Ath Madrid,0,3,A,0
2025-12-05,Oviedo,Mallorca,0,0,D,1
2025-12-06,Betis,Barcelona,3,5,A,0
2025-12-06,Alaves,Sociedad,1,0,H,0
2025-12-06,Villarreal,Getafe,2,0,H,0
2025-12-06,Ath Bilbao,Ath Madrid,1,0,H,0
2025-12-07,Ath Madrid,Celta,0,2,A,0
2025-12-07,Valencia,Sevilla,1,1,D,1
2025-12-07,Elche,Girona,3,0,H,0
2025-12-07,Espanol,Vallecano,1,0,H,0
2025-12-08,Osasuna,Levante,2,0,H,0
2025-12-12,Sociedad,Girona,1,2,A,0
2025-12-13,Ath Madrid,Valencia,2,1,H,0
2025-12-13,Mallorca,Elche,3,1,H,0
2025-12-13,Getafe,Espanol,0,1,A,0
2025-12-13,Barcelona,Osasuna,2,0,H,0
2025-12-14,Sevilla,Oviedo,4,0,H,0
2025-12-14,Alaves,Ath Madrid,1,2,A,0
2025-12-14,Celta,Ath Bilbao,2,0,H,0
2025-12-15,Vallecano,Betis,0,0,D,1
2025-12-19,Valencia,Mallorca,1,1,D,1
2025-12-20,Oviedo,Celta,0,0,D,1
2025-12-20,Levante,Sociedad,1,1,D,1
